puzzleid,date_posted,title,author,difficulty,players_solved,mean_sol_len,mode_sol_len,min_sol_len,likes,dislikes,datetime_posted,year,month,day,yearindays,monthindays,day_posted
3513,3/19/2012 10:57:43 AM,Randomness,td172,1.85,33,12.0303030303,5,5,5,11,2012-03-19 10:57:43,4,3,19,1460,60,1539
3512,3/19/2012 5:28:42 AM,Spring leaves,denisb,2.94,56,9,9,8,17,0,2012-03-19 05:28:42,4,3,19,1460,60,1539
3511,3/17/2012 4:36:15 AM,Knot II,shaggy12,3,12,8.4166666667,8,8,3,1,2012-03-17 04:36:15,4,3,17,1460,60,1537
3510,3/16/2012 4:47:53 PM,Knot,shaggy12,3.08,22,8,8,8,7,0,2012-03-16 16:47:53,4,3,16,1460,60,1536
3509,3/16/2012 2:52:30 AM,Full - Two in one,denisb,3,5,10,10,10,1,2,2012-03-16 02:52:30,4,3,16,1460,60,1536
3508,3/15/2012 11:17:51 PM,Gear,benjaminrr,4,11,8.7272727273,8,8,1,0,2012-03-15 23:17:51,4,3,15,1460,60,1535
3507,3/15/2012 6:54:34 AM,Random,denisb,3.09,16,11.8125,0,9,8,2,2012-03-15 06:54:34,4,3,15,1460,60,1535
3506,3/15/2012 3:56:55 AM,Butterfly,denisb,2.56,56,14.625,16,9,16,1,2012-03-15 03:56:55,4,3,15,1460,60,1535
3505,3/14/2012 7:04:44 AM,cool,dashawnboard,1.67,113,23.1415929204,22,9,13,13,2012-03-14 07:04:44,4,3,14,1460,60,1534
3504,3/13/2012 2:04:30 PM,Less is more,denisb,3.1,30,5,5,5,6,4,2012-03-13 14:04:30,4,3,13,1460,60,1533
3503,3/13/2012 1:30:23 PM,Simple Puzzle 2: Hi!,codycat99,1.36,22,4,4,4,1,9,2012-03-13 13:30:23,4,3,13,1460,60,1533
3502,3/13/2012 1:27:23 PM,Simple Puzzle 1,codycat99,1.36,31,4,4,4,2,9,2012-03-13 13:27:23,4,3,13,1460,60,1533
3501,3/13/2012 10:22:28 AM,Easy Schmeasy,aidanwatkins,1.45,26,4.1153846154,4,4,3,9,2012-03-13 10:22:28,4,3,13,1460,60,1533
3500,3/13/2012 9:21:21 AM,Beast,matt4jesus07,1.08,35,6.1428571429,6,5,3,11,2012-03-13 09:21:21,4,3,13,1460,60,1533
3499,3/13/2012 6:05:40 AM,Star,dorian_gray,2.75,16,11.375,7,7,2,1,2012-03-13 06:05:40,4,3,13,1460,60,1533
3498,3/12/2012 9:00:35 PM,this one is cool,rusty38,1.43,33,4,4,4,5,12,2012-03-12 21:00:35,4,3,12,1460,60,1532
3497,3/12/2012 4:49:50 PM,EASY!!!!!!,cat49,1.2,29,5,5,5,4,9,2012-03-12 16:49:50,4,3,12,1460,60,1532
3496,3/12/2012 4:41:13 PM,Confusing 5,cat49,2.17,38,10.8684210526,11,9,11,7,2012-03-12 16:41:13,4,3,12,1460,60,1532
3495,3/12/2012 2:40:08 PM,Chess knight trip ?,dorian_gray,2.23,36,6.1666666667,5,5,7,5,2012-03-12 14:40:08,4,3,12,1460,60,1532
3494,3/12/2012 1:42:41 PM,Jump !,denisb,3,11,16.0909090909,0,14,2,1,2012-03-12 13:42:41,4,3,12,1460,60,1532
3493,3/12/2012 8:37:55 AM,Two Hearts One Puzzle,stewes,1.4,32,4.375,4,4,4,10,2012-03-12 08:37:55,4,3,12,1460,60,1532
3492,3/12/2012 8:29:31 AM,huh???,stewes,1.45,40,4.225,4,4,7,13,2012-03-12 08:29:31,4,3,12,1460,60,1532
3491,3/11/2012 4:03:21 AM,Identity (quadruple symmetry),denisb,2.79,27,11,11,11,12,1,2012-03-11 04:03:21,4,3,11,1460,60,1531
3490,3/11/2012 3:13:33 AM,Double Symnetry,denisb,2.42,85,15.7176470588,15,15,20,1,2012-03-11 03:13:33,4,3,11,1460,60,1531
3489,3/10/2012 5:45:20 AM,Mirror mirror ...,denisb,2.33,28,17.4642857143,16,12,7,5,2012-03-10 05:45:20,4,3,10,1460,60,1530
3488,3/10/2012 2:32:25 AM,Three cushion billiards.,denisb,2.06,50,22.92,22,16,12,3,2012-03-10 02:32:25,4,3,10,1460,60,1530
3487,3/9/2012 1:57:59 PM,Cross roads,shadowfire,1.42,26,4.8846153846,4,4,3,10,2012-03-09 13:57:59,4,3,9,1460,60,1529
3486,3/9/2012 1:43:06 PM,Lava run,shadowfire,1.36,80,4.1125,4,4,15,21,2012-03-09 13:43:06,4,3,9,1460,60,1529
3485,3/9/2012 1:26:59 PM,Drive,quinnbrown,3.4,13,8,8,8,4,1,2012-03-09 13:26:59,4,3,9,1460,60,1529
3484,3/9/2012 1:04:18 PM,Tribute to Sierpinsky,denisb,2.7,16,33.6875,28,28,5,2,2012-03-09 13:04:18,4,3,9,1460,60,1529
3483,3/9/2012 12:44:30 PM,Decoy 1.1,axorion,3.08,29,7,7,7,10,2,2012-03-09 12:44:30,4,3,9,1460,60,1529
3482,3/9/2012 12:21:22 PM,Decoy,axorion,2.03,83,5.6626506024,5,5,21,5,2012-03-09 12:21:22,4,3,9,1460,60,1529
3481,3/9/2012 12:11:57 PM,Nuke,alexjeffries3,1.21,29,10.8620689655,7,7,3,11,2012-03-09 12:11:57,4,3,9,1460,60,1529
3480,3/9/2012 12:05:40 PM,Liberty Torch,alexjeffries3,1.44,26,10.6923076923,7,7,4,11,2012-03-09 12:05:40,4,3,9,1460,60,1529
3479,3/9/2012 10:35:15 AM,Peace,stewes,1.29,28,7.1428571429,5,5,4,11,2012-03-09 10:35:15,4,3,9,1460,60,1529
3478,3/9/2012 10:31:20 AM,Heart,stewes,1.29,38,5,5,5,3,11,2012-03-09 10:31:20,4,3,9,1460,60,1529
3477,3/9/2012 10:23:24 AM,Castle,stewes,1.35,56,4.1607142857,4,4,5,12,2012-03-09 10:23:24,4,3,9,1460,60,1529
3476,3/9/2012 9:54:10 AM,Baylor is beast,matt4jesus07,1.57,32,2.28125,2,2,0,11,2012-03-09 09:54:10,4,3,9,1460,60,1529
3475,3/9/2012 9:43:35 AM,LOL,jlb7496,1.53,38,4.4736842105,3,3,4,10,2012-03-09 09:43:35,4,3,9,1460,60,1529
3474,3/8/2012 5:16:34 PM,Tenpenny tower!,cat49,1.4,367,5,5,5,61,18,2012-03-08 17:16:34,4,3,8,1460,60,1528
3473,3/8/2012 5:06:41 PM,confusing,cat49,1.17,27,4,4,4,1,9,2012-03-08 17:06:41,4,3,8,1460,60,1528
3472,3/8/2012 12:29:24 PM,Alert Dragooon !,denisb,1.78,66,30.0454545455,33,21,11,11,2012-03-08 12:29:24,4,3,8,1460,60,1528
3471,3/8/2012 8:55:05 AM,Heart Attack,axorion,3,6,24,24,24,3,2,2012-03-08 08:55:05,4,3,8,1460,60,1528
3470,3/8/2012 7:12:53 AM,First dragon,denisb,1.75,115,13,13,13,25,9,2012-03-08 07:12:53,4,3,8,1460,60,1528
3469,3/7/2012 9:23:09 PM,pointless,rusty38,1.57,24,2,2,2,0,9,2012-03-07 21:23:09,4,3,7,1460,60,1527
3468,3/7/2012 9:19:04 PM,coooooooooooooooooool,rusty38,1.17,32,4,4,4,4,11,2012-03-07 21:19:04,4,3,7,1460,60,1527
3467,3/7/2012 9:05:39 PM,smile,rusty38,1.32,310,5,5,5,46,19,2012-03-07 21:05:39,4,3,7,1460,60,1527
3466,3/7/2012 8:59:41 PM,cool,rusty38,1.57,23,2.2173913043,1,1,0,10,2012-03-07 20:59:41,4,3,7,1460,60,1527
3465,3/7/2012 8:54:23 PM,rusty38 first one,rusty38,1.29,48,4,4,4,8,14,2012-03-07 20:54:23,4,3,7,1460,60,1527
3464,3/7/2012 7:31:57 AM,Heart full of love,shaggy12,2.86,12,27,0,19,4,2,2012-03-07 07:31:57,4,3,7,1460,60,1527
3463,3/7/2012 4:01:15 AM,Logarithmic Spiral II,shaggy12,4,2,20,20,20,0,0,2012-03-07 04:01:15,4,3,7,1460,60,1527
3462,3/6/2012 9:45:36 AM,Thick Spiral,shaggy12,1.91,108,9.4074074074,10,7,27,4,2012-03-06 09:45:36,4,3,6,1460,60,1526
3461,3/6/2012 6:22:55 AM,Spirale 0-11,denisb,2.27,39,37.7179487179,44,27,10,3,2012-03-06 06:22:55,4,3,6,1460,60,1526
3460,3/6/2012 2:39:01 AM,1-6 Spiral,denisb,1.43,63,17.7936507937,17,14,9,15,2012-03-06 02:39:01,4,3,6,1460,60,1526
3459,3/6/2012 2:09:44 AM,Not so B AD (?),denisb,2.43,34,28.0588235294,24,16,6,2,2012-03-06 02:09:44,4,3,6,1460,60,1526
3458,3/5/2012 1:46:11 PM,A campain puzzle!,cat49,1.3,489,5.2065439673,5,5,92,25,2012-03-05 13:46:11,4,3,5,1460,60,1525
3457,3/5/2012 1:37:05 PM,CONFUSING 3!,cat49,1.36,54,4,4,4,4,11,2012-03-05 13:37:05,4,3,5,1460,60,1525
3456,3/5/2012 11:43:10 AM,OO(oops),denisb,2.45,27,16.4814814815,21,10,10,0,2012-03-05 11:43:10,4,3,5,1460,60,1525
3455,3/4/2012 1:23:05 AM,YUNGMONEY#1,yungmoney,1.5,59,19.3389830508,8,8,10,16,2012-03-04 01:23:05,4,3,4,1460,60,1524
3454,3/3/2012 10:02:38 AM,Oupss,denisb,3.14,10,14.4,14,10,6,2,2012-03-03 10:02:38,4,3,3,1460,60,1523
3453,3/3/2012 9:44:28 AM,Yet another  almost full screen,denisb,2.63,56,11.6428571429,7,7,17,0,2012-03-03 09:44:28,4,3,3,1460,60,1523
3452,3/3/2012 9:28:07 AM,Yet Another Spirale,denisb,2.67,50,8.56,8,7,19,1,2012-03-03 09:28:07,4,3,3,1460,60,1523
3451,3/2/2012 5:28:36 PM,Random,stewes,1.36,535,3,3,3,93,44,2012-03-02 17:28:36,4,3,2,1460,60,1522
3450,3/2/2012 12:18:50 PM,i dont even know,bbomb_14,1.07,37,4,4,4,4,12,2012-03-02 12:18:50,4,3,2,1460,60,1522
3449,3/2/2012 12:07:47 PM,Sun,clem357,1.26,44,6,6,6,5,10,2012-03-02 12:07:47,4,3,2,1460,60,1522
3448,3/2/2012 9:33:20 AM,Triplicity,axorion,3.25,6,37.6666666667,35,35,3,0,2012-03-02 09:33:20,4,3,2,1460,60,1522
3447,3/2/2012 8:28:12 AM,"Stripes, Stripes and Stripes!",stewes,1.32,1407,4.3127221038,4,4,235,86,2012-03-02 08:28:12,4,3,2,1460,60,1522
3446,3/2/2012 8:26:33 AM,Duplicity,axorion,2.29,17,27,31,22,5,1,2012-03-02 08:26:33,4,3,2,1460,60,1522
3445,3/1/2012 3:13:28 PM,Cave!,cat49,2.21,52,5,5,5,11,4,2012-03-01 15:13:28,4,3,1,1460,60,1521
3444,3/1/2012 4:44:07 AM,Betrayal,shaggy12,3.2,14,16.8571428571,14,14,7,1,2012-03-01 04:44:07,4,3,1,1460,60,1521
3443,3/1/2012 3:11:45 AM,Over cross,clem357,1.47,228,9.2587719298,9,7,36,13,2012-03-01 03:11:45,4,3,1,1460,60,1521
3442,2/29/2012 8:38:30 PM,Locksmith,axorion,2.89,23,21.347826087,21,20,6,0,2012-02-29 20:38:30,4,2,29,1460,31,1520
3441,2/29/2012 4:51:16 PM,around we go!,cat49,1.32,949,4.1812434141,4,4,149,69,2012-02-29 16:51:16,4,2,29,1460,31,1520
3440,2/29/2012 12:08:55 PM,Treachery,denisb,3.14,12,20.25,21,19,5,0,2012-02-29 12:08:55,4,2,29,1460,31,1520
3439,2/29/2012 8:39:06 AM,Imitation,axorion,3.25,21,19.7619047619,19,18,13,0,2012-02-29 08:39:06,4,2,29,1460,31,1520
3438,2/29/2012 1:49:34 AM,Reflection,denisb,3,85,18.5058823529,18,18,34,0,2012-02-29 01:49:34,4,2,29,1460,31,1520
3437,2/28/2012 4:41:44 PM,Painting 2!,cat89,1.36,356,11.6882022472,12,8,44,32,2012-02-28 16:41:44,4,2,28,1460,31,1519
3436,2/28/2012 2:01:29 PM,Confusing 2!,cat89,1.3,742,4,4,4,131,40,2012-02-28 14:01:29,4,2,28,1460,31,1519
3435,2/28/2012 9:05:19 AM,Astrology,axorion,3.8,8,17.125,18,15,2,0,2012-02-28 09:05:19,4,2,28,1460,31,1519
3434,2/28/2012 2:44:24 AM,Translate,denisb,1.59,117,17.735042735,16,13,19,14,2012-02-28 02:44:24,4,2,28,1460,31,1519
3433,2/28/2012 2:22:22 AM,Yet another pyramid,denisb,3.4,9,11.2222222222,8,8,3,2,2012-02-28 02:22:22,4,2,28,1460,31,1519
3432,2/27/2012 4:21:59 PM,Confusing!,cat89,1.25,51,4,4,4,6,12,2012-02-27 16:21:59,4,2,27,1460,31,1518
3431,2/27/2012 4:02:31 PM,Bug!,cat89,1.33,58,4,4,4,6,12,2012-02-27 16:02:31,4,2,27,1460,31,1518
3430,2/27/2012 3:58:59 PM,Yet another square,denisb,2.3,22,13.1363636364,0,8,7,2,2012-02-27 15:58:59,4,2,27,1460,31,1518
3429,2/27/2012 3:15:41 PM,Underworld,cat49,1.3,795,5,5,5,144,39,2012-02-27 15:15:41,4,2,27,1460,31,1518
3428,2/27/2012 3:08:44 PM,Stairs,cat49,1.33,1356,4,4,4,239,66,2012-02-27 15:08:44,4,2,27,1460,31,1518
3427,2/27/2012 1:59:14 PM,Buildings 2,cat49,1.4,410,5,5,5,89,23,2012-02-27 13:59:14,4,2,27,1460,31,1518
3426,2/27/2012 1:06:13 PM,reddddddddddddddd,armondroyal,1.31,35,5.2285714286,4,4,4,12,2012-02-27 13:06:13,4,2,27,1460,31,1518
3425,2/27/2012 12:19:58 PM,One and an half,denisb,2.77,38,11.9473684211,12,11,12,1,2012-02-27 12:19:58,4,2,27,1460,31,1518
3424,2/27/2012 12:08:06 PM,Redwood,denisb,2.26,95,12,12,12,17,1,2012-02-27 12:08:06,4,2,27,1460,31,1518
3423,2/27/2012 10:36:07 AM,Simpleton,axorion,2.93,30,9.8,5,5,7,4,2012-02-27 10:36:07,4,2,27,1460,31,1518
3422,2/26/2012 10:59:23 AM,One star,cat49,1.46,1098,3,3,3,53,20,2012-02-26 10:59:23,4,2,26,1460,31,1517
3421,2/26/2012 10:52:50 AM,Creeper!,cat49,1.33,33,4,4,4,3,12,2012-02-26 10:52:50,4,2,26,1460,31,1517
3420,2/26/2012 4:59:07 AM,Pyramid,denisb,1.97,161,10.5279503106,11,7,23,3,2012-02-26 04:59:07,4,2,26,1460,31,1517
3419,2/26/2012 3:18:54 AM,Flame it,denisb,1.83,78,7.9358974359,7,6,13,7,2012-02-26 03:18:54,4,2,26,1460,31,1517
3418,2/25/2012 6:18:49 PM,Painting 2,cat49,1.32,1170,5,5,5,201,51,2012-02-25 18:18:49,4,2,25,1460,31,1516
3417,2/25/2012 6:12:17 PM,Vault 101,cat49,1.6,227,4,4,4,44,15,2012-02-25 18:12:17,4,2,25,1460,31,1516
3416,2/25/2012 6:01:37 PM,Easy peasy!,cat49,1.29,1492,3,3,3,263,58,2012-02-25 18:01:37,4,2,25,1460,31,1516
3415,2/25/2012 1:42:18 PM,Birthday Cake,shaggy12,2.8,42,7.119047619,6,6,11,1,2012-02-25 13:42:18,4,2,25,1460,31,1516
3414,2/25/2012 11:32:34 AM,Shift right,denisb,2.22,88,8.4431818182,8,7,22,2,2012-02-25 11:32:34,4,2,25,1460,31,1516
3413,2/25/2012 9:07:44 AM,Stair up and down,denisb,1.53,253,8.185770751,8,8,49,6,2012-02-25 09:07:44,4,2,25,1460,31,1516
3412,2/25/2012 8:58:23 AM,Square,denisb,2.06,100,10.47,12,8,24,3,2012-02-25 08:58:23,4,2,25,1460,31,1516
3411,2/25/2012 7:22:14 AM,Goldilocks 96/96,axorion,3.75,6,15.6666666667,16,15,1,1,2012-02-25 07:22:14,4,2,25,1460,31,1516
3410,2/24/2012 9:37:52 PM,Painting,cat49,1.74,126,10.2698412698,11,8,27,5,2012-02-24 21:37:52,4,2,24,1460,31,1515
3409,2/24/2012 9:31:37 PM,Buildings,cat49,1.32,890,5,5,5,125,40,2012-02-24 21:31:37,4,2,24,1460,31,1515
3408,2/24/2012 7:12:32 PM,SMILE!,stewes,1.31,1079,3,3,3,153,81,2012-02-24 19:12:32,4,2,24,1460,31,1515
3407,2/24/2012 7:00:21 PM,"Green, Red, Blue! Confused?",stewes,1.34,393,6.5292620865,6,6,71,31,2012-02-24 19:00:21,4,2,24,1460,31,1515
3406,2/24/2012 2:32:22 PM,??,cat49,1.3,1098,5,5,5,180,58,2012-02-24 14:32:22,4,2,24,1460,31,1515
3405,2/24/2012 2:30:31 PM,Really easy!,cat49,1.24,47,3,3,3,5,11,2012-02-24 14:30:31,4,2,24,1460,31,1515
3404,2/24/2012 2:27:33 PM,I don't know what this is but its COOL!,cat49,1.32,657,4,4,4,86,51,2012-02-24 14:27:33,4,2,24,1460,31,1515
3403,2/24/2012 8:38:57 AM,Confuzzled,stewes,1.75,161,6.3913043478,4,4,33,13,2012-02-24 08:38:57,4,2,24,1460,31,1515
3402,2/22/2012 1:52:14 PM,The sword,alexjeffries3,1.38,318,20.7893081761,29,14,52,29,2012-02-22 13:52:14,4,2,22,1460,31,1513
3401,2/22/2012 1:44:26 PM,Water Droplet,alexjeffries3,1.38,322,15.9534161491,21,8,42,35,2012-02-22 13:44:26,4,2,22,1460,31,1513
3400,2/22/2012 1:38:50 PM,A,alexjeffries3,1.13,82,10.4268292683,8,8,8,15,2012-02-22 13:38:50,4,2,22,1460,31,1513
3399,2/22/2012 1:36:26 PM,Red Horned Snake,alexjeffries3,1.19,46,7.9565217391,8,6,5,11,2012-02-22 13:36:26,4,2,22,1460,31,1513
3398,2/21/2012 9:21:03 PM,Rainbow Road (real),codycat99,1.4,35,2.4571428571,2,2,1,11,2012-02-21 21:21:03,4,2,21,1460,31,1512
3397,2/21/2012 9:15:19 PM,Rainbow Road 1,codycat99,1.31,40,3.375,3,3,3,12,2012-02-21 21:15:19,4,2,21,1460,31,1512
3396,2/21/2012 8:12:17 PM,"Peace, Love, BUNNIES! :)",stewes,1.41,1278,5.1557120501,5,5,75,32,2012-02-21 20:12:17,4,2,21,1460,31,1512
3395,2/21/2012 8:07:47 PM,SET,stewes,1.3,788,5.2347715736,5,5,115,44,2012-02-21 20:07:47,4,2,21,1460,31,1512
3394,2/21/2012 8:00:50 PM,Colorful Checkerboard,stewes,1.31,2433,4,4,4,429,109,2012-02-21 20:00:50,4,2,21,1460,31,1512
3393,2/21/2012 9:22:07 AM,Asymmetry 2,axorion,3.75,7,20.8571428571,21,20,5,0,2012-02-21 09:22:07,4,2,21,1460,31,1512
3392,2/21/2012 8:35:37 AM,"Peace, Love, BUNNIES!",stewes,1.73,36,2,2,2,3,11,2012-02-21 08:35:37,4,2,21,1460,31,1512
3391,2/21/2012 8:09:04 AM,Holy Loop,mt5090512,2.04,83,8.8795180723,9,8,23,3,2012-02-21 08:09:04,4,2,21,1460,31,1512
3390,2/21/2012 7:36:49 AM,Staright to the Heaven..!!,mt5090512,1.42,262,4.3167938931,4,4,48,16,2012-02-21 07:36:49,4,2,21,1460,31,1512
3389,2/21/2012 7:31:16 AM,Dragunov 2,mt5090512,1.54,165,8.496969697,9,7,25,10,2012-02-21 07:31:16,4,2,21,1460,31,1512
3388,2/21/2012 2:20:02 AM,Dragunov 1,mt5090512,1.58,166,7.1265060241,8,6,37,8,2012-02-21 02:20:02,4,2,21,1460,31,1512
3387,2/20/2012 7:22:04 PM,T-Bone,tyron123,1.34,1641,4,4,4,128,32,2012-02-20 19:22:04,4,2,20,1460,31,1511
3386,2/19/2012 9:50:53 PM,U-Turn,alexjeffries3,1.32,282,11.719858156,11,9,35,41,2012-02-19 21:50:53,4,2,19,1460,31,1510
3385,2/19/2012 9:46:28 PM,?,alexjeffries3,1.45,273,16.5970695971,15,13,33,27,2012-02-19 21:46:28,4,2,19,1460,31,1510
3384,2/19/2012 2:24:39 PM,Around we go,mintcc,1.3,2544,3,3,3,479,82,2012-02-19 14:24:39,4,2,19,1460,31,1510
3383,2/18/2012 11:58:03 AM,Path,mintcc,1.46,295,5,5,5,59,13,2012-02-18 11:58:03,4,2,18,1460,31,1509
3382,2/18/2012 5:23:35 AM,Dilemma,shaggy12,3.67,5,10,10,10,1,0,2012-02-18 05:23:35,4,2,18,1460,31,1509
3381,2/17/2012 3:27:51 PM,Wolverines,wolverinefan1,1.08,59,4,4,4,4,11,2012-02-17 15:27:51,4,2,17,1460,31,1508
3380,2/17/2012 12:42:25 PM,*************,trentminter,1.3,1299,3.2509622787,3,3,226,89,2012-02-17 12:42:25,4,2,17,1460,31,1508
3379,2/17/2012 11:56:58 AM,coby,cobytaylor5,1.35,538,12.3568773234,15,9,68,53,2012-02-17 11:56:58,4,2,17,1460,31,1508
3378,2/17/2012 11:33:59 AM,cobytaylor,cobytaylor5,1.12,51,14.5882352941,0,10,7,12,2012-02-17 11:33:59,4,2,17,1460,31,1508
3377,2/17/2012 9:54:03 AM,STARS LEAD THE WAY,andres,1.3,2548,3.1412872841,3,3,419,123,2012-02-17 09:54:03,4,2,17,1460,31,1508
3376,2/17/2012 9:49:52 AM,JLB,jlb7496,1.4,27,3.8518518519,3,3,1,9,2012-02-17 09:49:52,4,2,17,1460,31,1508
3375,2/17/2012 9:41:55 AM,Purdue is the worst college ever,matt4jesus07,1.33,60,6.6833333333,4,4,6,12,2012-02-17 09:41:55,4,2,17,1460,31,1508
3374,2/17/2012 9:37:17 AM,tricky,matt4jesus07,1.36,30,4.7333333333,4,4,1,9,2012-02-17 09:37:17,4,2,17,1460,31,1508
3373,2/17/2012 9:34:15 AM,Smile,jlb7496,1.33,25,4.16,3,3,2,9,2012-02-17 09:34:15,4,2,17,1460,31,1508
3372,2/17/2012 9:33:49 AM,cowboys rock,matt4jesus07,1.3,1321,4,4,4,232,54,2012-02-17 09:33:49,4,2,17,1460,31,1508
3371,2/17/2012 9:32:41 AM,Random,jlb7496,1.73,31,1.7741935484,1,1,1,9,2012-02-17 09:32:41,4,2,17,1460,31,1508
3370,2/16/2012 10:31:08 AM,the brain tezzer,armondroyal,1.42,1437,5.2734864301,4,4,112,30,2012-02-16 10:31:08,4,2,16,1460,31,1507
3369,2/15/2012 5:13:09 PM,aaaaaaaa,cobytaylor5,1.73,30,1.6,1,1,1,10,2012-02-15 17:13:09,4,2,15,1460,31,1506
3368,2/15/2012 3:51:39 PM,To Infinity,shaggy12,3.5,11,11.7272727273,10,10,5,0,2012-02-15 15:51:39,4,2,15,1460,31,1506
3367,2/15/2012 12:11:23 PM,idk,giants,1.31,1261,3.1665344964,3,3,193,91,2012-02-15 12:11:23,4,2,15,1460,31,1506
3366,2/15/2012 10:34:43 AM,Relative clauses II,shaggy12,3.5,7,26,26,26,2,1,2012-02-15 10:34:43,4,2,15,1460,31,1506
3365,2/15/2012 3:56:16 AM,Puzzle Three,nathanstill,1.88,80,17.925,20,11,11,11,2012-02-15 03:56:16,4,2,15,1460,31,1506
3364,2/15/2012 3:11:37 AM,Stripes and pits,nathanstill,2.18,46,16.4347826087,20,8,8,8,2012-02-15 03:11:37,4,2,15,1460,31,1506
3363,2/15/2012 2:45:38 AM,Patterns,nathanstill,2.29,37,11.8378378378,0,7,10,6,2012-02-15 02:45:38,4,2,15,1460,31,1506
3362,2/14/2012 5:30:33 PM,Impossible,richardwilson,2.03,103,5,5,5,22,9,2012-02-14 17:30:33,4,2,14,1460,31,1505
3361,2/14/2012 5:06:07 PM,find the five,richardwilson,1.41,344,6.9563953488,7,6,59,13,2012-02-14 17:06:07,4,2,14,1460,31,1505
3360,2/14/2012 1:56:13 PM,Long Line,quinnbrown,1.31,38,2.5263157895,2,2,2,13,2012-02-14 13:56:13,4,2,14,1460,31,1505
3359,2/14/2012 1:50:33 PM,easyyyy,nolan18,1.44,29,1.7931034483,1,1,0,10,2012-02-14 13:50:33,4,2,14,1460,31,1505
3358,2/14/2012 1:44:21 PM,Simple Sqare,quinnbrown,1.34,1558,3.0693196406,3,3,153,30,2012-02-14 13:44:21,4,2,14,1460,31,1505
3357,2/14/2012 1:06:49 PM,CREEEEPERRRR!!!,richardwilson,1.29,32,6.1875,5,5,3,10,2012-02-14 13:06:49,4,2,14,1460,31,1505
3356,2/14/2012 1:03:45 PM,Relative clauses,shaggy12,3,10,26.7,26,26,4,0,2012-02-14 13:03:45,4,2,14,1460,31,1505
3355,2/14/2012 1:03:28 PM,DUNCANS FACE!!!,richardwilson,1.62,35,2.5428571429,2,2,1,12,2012-02-14 13:03:28,4,2,14,1460,31,1505
3354,2/14/2012 1:02:50 PM,ROLL TIDE!!!,trentminter,1.57,37,2,2,2,1,11,2012-02-14 13:02:50,4,2,14,1460,31,1505
3353,2/14/2012 1:01:40 PM,HAPPY VALENTINES DAY,beastboy19,1.8,41,1.3902439024,1,1,4,13,2012-02-14 13:01:40,4,2,14,1460,31,1505
3352,2/14/2012 12:59:47 PM,hardest,cobytaylor5,1.48,95,7.8210526316,7,7,12,17,2012-02-14 12:59:47,4,2,14,1460,31,1505
3351,2/14/2012 12:58:31 PM,HATERS !!!!!!!!!!!!,beastboy19,1.62,35,2.8285714286,2,2,1,12,2012-02-14 12:58:31,4,2,14,1460,31,1505
3350,2/14/2012 12:56:48 PM,OREGON IS BETTER,beastboy19,1.57,33,1.8787878788,1,1,3,15,2012-02-14 12:56:48,4,2,14,1460,31,1505
3349,2/14/2012 12:54:39 PM,alabama sucks,beastboy19,1.27,38,4.7894736842,3,3,5,13,2012-02-14 12:54:39,4,2,14,1460,31,1505
3348,2/14/2012 12:51:57 PM,the o!!!!,beastboy19,1.57,30,3.6333333333,3,3,4,13,2012-02-14 12:51:57,4,2,14,1460,31,1505
3347,2/14/2012 9:26:12 AM,Asymmetry,axorion,3.67,8,16.5,0,16,4,0,2012-02-14 09:26:12,4,2,14,1460,31,1505
3346,2/12/2012 7:22:49 PM,snake,giants,1.31,2075,3,3,3,378,70,2012-02-12 19:22:49,4,2,12,1460,31,1503
3345,2/11/2012 4:36:29 PM,Weightlifting,shaggy12,3.2,6,17,17,16,2,0,2012-02-11 16:36:29,4,2,11,1460,31,1502
3344,2/11/2012 1:23:42 PM,Hello,raider,1.46,243,4.4403292181,4,4,42,20,2012-02-11 13:23:42,4,2,11,1460,31,1502
3343,2/10/2012 8:45:07 PM,Circle,aidanwatkins,1.61,1049,4,4,4,50,19,2012-02-10 20:45:07,4,2,10,1460,31,1501
3342,2/10/2012 8:35:45 PM,Aero,aidanwatkins,1.5,25,2.68,2,2,0,11,2012-02-10 20:35:45,4,2,10,1460,31,1501
3341,2/10/2012 4:27:43 PM,Criss Cross,scout78,1.37,345,7.0173913043,7,7,49,24,2012-02-10 16:27:43,4,2,10,1460,31,1501
3340,2/10/2012 4:21:04 PM,New York,scout78,1.34,697,5,5,5,106,39,2012-02-10 16:21:04,4,2,10,1460,31,1501
3339,2/10/2012 1:53:23 PM,LOTS OF STARS,quinnbrown,1.11,63,6,6,6,8,15,2012-02-10 13:53:23,4,2,10,1460,31,1501
3338,2/10/2012 1:47:06 PM,odd shape,quinnbrown,1.49,256,4,4,4,50,18,2012-02-10 13:47:06,4,2,10,1460,31,1501
3337,2/10/2012 1:41:19 PM,colors,quinnbrown,1.35,499,4,4,4,89,31,2012-02-10 13:41:19,4,2,10,1460,31,1501
3336,2/10/2012 1:37:02 PM,which is which?,quinnbrown,1.09,24,4,4,4,2,7,2012-02-10 13:37:02,4,2,10,1460,31,1501
3335,2/10/2012 1:32:30 PM,why is the red square there?,quinnbrown,1.33,31,3,3,3,3,10,2012-02-10 13:32:30,4,2,10,1460,31,1501
3334,2/9/2012 2:40:30 PM,Verbose Simplicity,axorion,3.43,10,30.4,31,26,5,0,2012-02-09 14:40:30,4,2,9,1460,31,1500
