puzzleid,functions,function_lengths,paint
4668,3,"['-sublen10', '-sublen5', '-sublen3']",[0]
4667,3,"['-sublen5', '-sublen5', '-sublen2']",[0]
4666,2,"['-sublen5', '-sublen10']",[1]
4665,3,"['-sublen5', '-sublen8', '-sublen5']",[0]
4664,1,['-sublen6'],[1]
4663,4,"['-sublen9', '-sublen9', '-sublen5', '-sublen5']",[1]
4662,2,"['-sublen7', '-sublen4']",[1]
4661,3,"['-sublen5', '-sublen5', '-sublen8']",[0]
4660,3,"['-sublen10', '-sublen10', '-sublen5']",[1]
4659,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4658,4,"['-sublen10', '-sublen5', '-sublen10', '-sublen5']",[0]
4657,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
4656,3,"['-sublen2', '-sublen2', '-sublen2']",[0]
4655,1,['-sublen5'],[1]
4654,1,['-sublen10'],[1]
4653,4,"['-sublen10', '-sublen4', '-sublen5', '-sublen5']",[1]
4652,1,['-sublen9'],[1]
4651,1,['-sublen8'],[1]
4650,2,"['-sublen10', '-sublen10']",[0]
4649,3,"['-sublen4', '-sublen3', '-sublen3']",[1]
4648,3,"['-sublen4', '-sublen3', '-sublen3']",[1]
4647,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4646,4,"['-sublen10', '-sublen9', '-sublen10', '-sublen5']",[1]
4645,4,"['-sublen2', '-sublen6', '-sublen6', '-sublen2']",[0]
4644,4,"['-sublen10', '-sublen9', '-sublen10', '-sublen5']",[1]
4643,4,"['-sublen10', '-sublen9', '-sublen10', '-sublen5']",[1]
4642,5,"['-sublen10', '-sublen5', '-sublen9', '-sublen10', '-sublen6']",[1]
4641,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen10']",[0]
4640,2,"['-sublen8', '-sublen5']",[0]
4639,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
4638,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4637,2,"['-sublen3', '-sublen5']",[1]
4636,1,['-sublen8'],[1]
4635,2,"['-sublen5', '-sublen4']",[0]
4634,4,"['-sublen6', '-sublen6', '-sublen6', '-sublen6']",[1]
4633,2,"['-sublen10', '-sublen10']",[0]
4632,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen10', '-sublen5']",[0]
4631,4,"['-sublen2', '-sublen3', '-sublen3', '-sublen4']",[0]
4630,1,['-sublen9'],[0]
4629,3,"['-sublen10', '-sublen10', '-sublen10']",[1]
4628,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4627,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen3', '-sublen4']",[1]
4626,1,['-sublen5'],[1]
4625,1,['-sublen7'],[0]
4624,4,"['-sublen7', '-sublen6', '-sublen4', '-sublen4']",[0]
4623,3,"['-sublen2', '-sublen2', '-sublen2']",[0]
4622,3,"['-sublen8', '-sublen5', '-sublen2']",[0]
4621,2,"['-sublen8', '-sublen6']",[1]
4620,4,"['-sublen8', '-sublen10', '-sublen7', '-sublen3']",[0]
4619,2,"['-sublen4', '-sublen6']",[0]
4618,2,"['-sublen7', '-sublen9']",[0]
4617,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[1]
4616,4,"['-sublen4', '-sublen2', '-sublen2', '-sublen3']",[0]
4615,5,"['-sublen5', '-sublen2', '-sublen4', '-sublen3', '-sublen3']",[0]
4614,2,"['-sublen5', '-sublen5']",[0]
4613,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen10']",[0]
4612,1,['-sublen7'],[1]
4611,2,"['-sublen10', '-sublen6']",[0]
4610,3,"['-sublen3', '-sublen10', '-sublen7']",[0]
4609,5,"['-sublen10', '-sublen10', '-sublen5', '-sublen10', '-sublen10']",[0]
4608,3,"['-sublen7', '-sublen2', '-sublen2']",[1]
4607,4,"['-sublen7', '-sublen7', '-sublen7', '-sublen4']",[0]
4606,1,['-sublen7'],[0]
4605,2,"['-sublen10', '-sublen5']",[0]
4604,3,"['-sublen3', '-sublen10', '-sublen4']",[0]
4603,5,"['-sublen4', '-sublen4', '-sublen4', '-sublen4', '-sublen4']",[0]
4602,5,"['-sublen5', '-sublen5', '-sublen10', '-sublen10', '-sublen5']",[1]
4601,1,['-sublen5'],[0]
4600,3,"['-sublen2', '-sublen5', '-sublen2']",[0]
4599,3,"['-sublen7', '-sublen7', '-sublen7']",[0]
4598,2,"['-sublen10', '-sublen10']",[1]
4597,4,"['-sublen3', '-sublen8', '-sublen8', '-sublen5']",[0]
4596,4,"['-sublen5', '-sublen10', '-sublen10', '-sublen5']",[1]
4595,2,"['-sublen10', '-sublen10']",[0]
4594,5,"['-sublen5', '-sublen6', '-sublen10', '-sublen10', '-sublen10']",[1]
4593,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4592,3,"['-sublen3', '-sublen3', '-sublen3']",[1]
4590,1,['-sublen5'],[0]
4589,2,"['-sublen10', '-sublen10']",[0]
4588,2,"['-sublen10', '-sublen10']",[0]
4587,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4586,2,"['-sublen10', '-sublen10']",[1]
4585,1,['-sublen5'],[0]
4584,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4583,1,['-sublen5'],[0]
4582,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
4581,2,"['-sublen5', '-sublen5']",[1]
4580,1,['-sublen6'],[1]
4579,2,"['-sublen10', '-sublen10']",[0]
4578,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen10', '-sublen10']",[1]
4577,3,"['-sublen10', '-sublen10', '-sublen10']",[1]
4576,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4575,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4574,2,"['-sublen4', '-sublen5']",[0]
4573,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4572,3,"['-sublen10', '-sublen10', '-sublen2']",[0]
4571,1,['-sublen8'],[0]
4570,2,"['-sublen10', '-sublen8']",[1]
4569,1,['-sublen7'],[0]
4568,1,['-sublen6'],[0]
4567,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4566,5,"['-sublen5', '-sublen10', '-sublen5', '-sublen10', '-sublen5']",[0]
4565,5,"['-sublen10', '-sublen10', '-sublen5', '-sublen10', '-sublen5']",[1]
4564,2,"['-sublen10', '-sublen10']",[0]
4563,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
4562,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4561,2,"['-sublen2', '-sublen4']",[0]
4560,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4559,2,"['-sublen5', '-sublen5']",[0]
4558,3,"['-sublen8', '-sublen3', '-sublen5']",[1]
4557,2,"['-sublen10', '-sublen10']",[1]
4556,1,['-sublen10'],[1]
4555,4,"['-sublen3', '-sublen3', '-sublen3', '-sublen3']",[0]
4554,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[1]
4553,2,"['-sublen10', '-sublen10']",[0]
4552,4,"['-sublen5', '-sublen6', '-sublen6', '-sublen5']",[1]
4551,5,"['-sublen5', '-sublen10', '-sublen5', '-sublen5', '-sublen5']",[0]
4550,4,"['-sublen10', '-sublen10', '-sublen5', '-sublen5']",[0]
4549,1,['-sublen5'],[1]
4548,2,"['-sublen8', '-sublen7']",[1]
4547,3,"['-sublen10', '-sublen10', '-sublen10']",[1]
4546,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4545,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
4544,5,"['-sublen4', '-sublen4', '-sublen4', '-sublen7', '-sublen7']",[1]
4543,2,"['-sublen3', '-sublen5']",[1]
4542,3,"['-sublen10', '-sublen10', '-sublen4']",[1]
4541,3,"['-sublen10', '-sublen10', '-sublen4']",[0]
4540,1,['-sublen8'],[0]
4539,1,['-sublen9'],[0]
4538,1,['-sublen6'],[1]
4537,2,"['-sublen10', '-sublen10']",[1]
4536,2,"['-sublen6', '-sublen6']",[0]
4535,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4534,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4533,1,['-sublen8'],[1]
4532,2,"['-sublen10', '-sublen5']",[0]
4531,2,"['-sublen10', '-sublen10']",[0]
4530,2,"['-sublen10', '-sublen6']",[0]
4529,2,"['-sublen8', '-sublen3']",[0]
4528,2,"['-sublen10', '-sublen4']",[1]
4527,3,"['-sublen5', '-sublen4', '-sublen7']",[1]
4526,2,"['-sublen10', '-sublen10']",[1]
4525,3,"['-sublen6', '-sublen4', '-sublen6']",[0]
4524,2,"['-sublen5', '-sublen7']",[1]
4523,1,['-sublen7'],[0]
4522,2,"['-sublen2', '-sublen5']",[0]
4521,2,"['-sublen10', '-sublen10']",[0]
4520,1,['-sublen10'],[0]
4519,2,"['-sublen10', '-sublen10']",[1]
4518,3,"['-sublen4', '-sublen4', '-sublen4']",[1]
4517,2,"['-sublen10', '-sublen10']",[0]
4516,5,"['-sublen2', '-sublen2', '-sublen2', '-sublen3', '-sublen3']",[1]
4515,2,"['-sublen7', '-sublen6']",[0]
4514,1,['-sublen7'],[0]
4513,1,['-sublen6'],[1]
4512,1,['-sublen4'],[0]
4511,2,"['-sublen9', '-sublen7']",[0]
4510,2,"['-sublen5', '-sublen2']",[0]
4509,1,['-sublen5'],[0]
4508,3,"['-sublen5', '-sublen5', '-sublen4']",[1]
4507,3,"['-sublen4', '-sublen3', '-sublen3']",[1]
4506,3,"['-sublen7', '-sublen7', '-sublen7']",[1]
4505,2,"['-sublen5', '-sublen3']",[1]
4504,2,"['-sublen7', '-sublen5']",[1]
4503,3,"['-sublen6', '-sublen3', '-sublen2']",[0]
4502,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4501,2,"['-sublen8', '-sublen8']",[1]
4500,2,"['-sublen5', '-sublen5']",[0]
4499,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
4498,1,['-sublen5'],[0]
4497,1,['-sublen5'],[0]
4496,4,"['-sublen3', '-sublen5', '-sublen5', '-sublen5']",[1]
4495,1,['-sublen8'],[1]
4494,2,"['-sublen10', '-sublen10']",[0]
4493,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen9']",[0]
4492,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4491,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4490,2,"['-sublen10', '-sublen10']",[0]
4489,2,"['-sublen10', '-sublen10']",[1]
4488,2,"['-sublen10', '-sublen10']",[0]
4487,5,"['-sublen2', '-sublen4', '-sublen4', '-sublen4', '-sublen4']",[1]
4486,2,"['-sublen10', '-sublen10']",[0]
4485,1,['-sublen5'],[0]
4484,1,['-sublen5'],[0]
4483,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4482,2,"['-sublen10', '-sublen10']",[1]
4481,1,['-sublen6'],[0]
4480,5,"['-sublen8', '-sublen3', '-sublen3', '-sublen3', '-sublen3']",[0]
4479,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4478,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
4477,1,['-sublen5'],[1]
4476,1,['-sublen5'],[1]
4475,3,"['-sublen5', '-sublen5', '-sublen2']",[1]
4474,2,"['-sublen4', '-sublen2']",[1]
4473,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
4472,2,"['-sublen10', '-sublen10']",[0]
4471,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4470,2,"['-sublen10', '-sublen10']",[0]
4469,2,"['-sublen5', '-sublen4']",[1]
4468,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen2']",[1]
4467,2,"['-sublen8', '-sublen3']",[1]
4466,5,"['-sublen10', '-sublen10', '-sublen3', '-sublen2', '-sublen2']",[0]
4465,2,"['-sublen10', '-sublen10']",[0]
4464,2,"['-sublen10', '-sublen10']",[0]
4463,1,['-sublen10'],[0]
4462,2,"['-sublen6', '-sublen6']",[0]
4461,2,"['-sublen9', '-sublen4']",[1]
4460,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
4459,2,"['-sublen1', '-sublen4']",[0]
4458,2,"['-sublen10', '-sublen10']",[0]
4457,3,"['-sublen4', '-sublen6', '-sublen3']",[1]
4456,5,"['-sublen10', '-sublen1', '-sublen3', '-sublen3', '-sublen3']",[1]
4455,5,"['-sublen5', '-sublen2', '-sublen6', '-sublen6', '-sublen2']",[0]
4454,3,"['-sublen4', '-sublen3', '-sublen4']",[0]
4453,3,"['-sublen5', '-sublen4', '-sublen6']",[0]
4452,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4451,2,"['-sublen3', '-sublen4']",[1]
4450,2,"['-sublen2', '-sublen2']",[0]
4449,3,"['-sublen3', '-sublen5', '-sublen5']",[0]
4448,2,"['-sublen3', '-sublen5']",[0]
4447,5,"['-sublen7', '-sublen3', '-sublen2', '-sublen2', '-sublen2']",[0]
4446,3,"['-sublen4', '-sublen6', '-sublen4']",[0]
4445,5,"['-sublen8', '-sublen5', '-sublen5', '-sublen9', '-sublen9']",[0]
4444,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen10', '-sublen10']",[0]
4443,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen10', '-sublen10']",[0]
4442,5,"['-sublen10', '-sublen10', '-sublen5', '-sublen2', '-sublen2']",[0]
4441,1,['-sublen10'],[0]
4440,4,"['-sublen10', '-sublen10', '-sublen5', '-sublen5']",[0]
4439,2,"['-sublen5', '-sublen7']",[1]
4438,1,['-sublen4'],[0]
4437,3,"['-sublen3', '-sublen6', '-sublen6']",[1]
4436,2,"['-sublen9', '-sublen8']",[1]
4435,2,"['-sublen4', '-sublen4']",[0]
4434,3,"['-sublen10', '-sublen10', '-sublen10']",[1]
4433,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4432,2,"['-sublen10', '-sublen10']",[1]
4431,2,"['-sublen5', '-sublen4']",[0]
4430,3,"['-sublen5', '-sublen5', '-sublen10']",[1]
4429,4,"['-sublen8', '-sublen4', '-sublen4', '-sublen2']",[0]
4428,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen6', '-sublen6']",[1]
4427,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
4426,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
4425,3,"['-sublen4', '-sublen4', '-sublen8']",[1]
4424,3,"['-sublen5', '-sublen5', '-sublen5']",[1]
4423,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
4422,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
4421,2,"['-sublen10', '-sublen10']",[1]
4420,2,"['-sublen8', '-sublen8']",[0]
4419,4,"['-sublen6', '-sublen6', '-sublen6', '-sublen6']",[0]
4418,4,"['-sublen2', '-sublen10', '-sublen10', '-sublen3']",[0]
4417,2,"['-sublen6', '-sublen6']",[0]
4416,3,"['-sublen5', '-sublen10', '-sublen10']",[1]
4415,1,['-sublen10'],[1]
4414,1,['-sublen10'],[1]
4413,2,"['-sublen10', '-sublen10']",[1]
4412,2,"['-sublen10', '-sublen10']",[1]
4411,5,"['-sublen7', '-sublen3', '-sublen3', '-sublen3', '-sublen5']",[0]
4410,3,"['-sublen5', '-sublen5', '-sublen2']",[0]
4409,2,"['-sublen5', '-sublen2']",[0]
4408,2,"['-sublen5', '-sublen2']",[0]
4407,1,['-sublen5'],[0]
4406,1,['-sublen4'],[0]
4405,1,['-sublen5'],[0]
4404,5,"['-sublen2', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
4403,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4402,3,"['-sublen5', '-sublen10', '-sublen5']",[1]
4401,3,"['-sublen5', '-sublen10', '-sublen5']",[1]
4400,2,"['-sublen4', '-sublen4']",[1]
4399,2,"['-sublen5', '-sublen5']",[0]
4398,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4397,5,"['-sublen3', '-sublen6', '-sublen4', '-sublen4', '-sublen5']",[0]
4396,3,"['-sublen2', '-sublen6', '-sublen6']",[0]
4395,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4394,4,"['-sublen4', '-sublen3', '-sublen5', '-sublen2']",[0]
4393,3,"['-sublen5', '-sublen7', '-sublen5']",[0]
4392,5,"['-sublen10', '-sublen10', '-sublen5', '-sublen10', '-sublen10']",[1]
4391,1,['-sublen4'],[0]
4390,1,['-sublen4'],[1]
4389,1,['-sublen4'],[1]
4388,2,"['-sublen5', '-sublen4']",[0]
4387,1,['-sublen5'],[0]
4386,1,['-sublen5'],[0]
4385,2,"['-sublen5', '-sublen2']",[1]
4384,2,"['-sublen10', '-sublen10']",[0]
4383,3,"['-sublen6', '-sublen6', '-sublen6']",[0]
4382,2,"['-sublen3', '-sublen4']",[0]
4381,2,"['-sublen2', '-sublen5']",[0]
4380,2,"['-sublen10', '-sublen10']",[0]
4379,1,['-sublen6'],[1]
4378,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen10', '-sublen5']",[1]
4377,2,"['-sublen3', '-sublen7']",[1]
4376,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen7']",[0]
4375,1,['-sublen4'],[1]
4374,1,['-sublen10'],[1]
4373,2,"['-sublen5', '-sublen5']",[0]
4372,3,"['-sublen6', '-sublen6', '-sublen6']",[0]
4371,3,"['-sublen6', '-sublen6', '-sublen6']",[0]
4370,5,"['-sublen5', '-sublen5', '-sublen10', '-sublen10', '-sublen10']",[0]
4369,2,"['-sublen4', '-sublen4']",[0]
4368,3,"['-sublen8', '-sublen3', '-sublen3']",[0]
4367,5,"['-sublen10', '-sublen8', '-sublen5', '-sublen5', '-sublen8']",[1]
4366,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen10', '-sublen5']",[1]
4365,2,"['-sublen10', '-sublen10']",[0]
4364,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4363,3,"['-sublen7', '-sublen4', '-sublen4']",[0]
4362,1,['-sublen4'],[0]
4361,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4360,2,"['-sublen6', '-sublen5']",[0]
4359,2,"['-sublen5', '-sublen5']",[0]
4358,3,"['-sublen6', '-sublen5', '-sublen5']",[0]
4357,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen5', '-sublen2']",[0]
4356,1,['-sublen7'],[1]
4355,2,"['-sublen10', '-sublen6']",[0]
4354,1,['-sublen5'],[0]
4353,4,"['-sublen10', '-sublen10', '-sublen3', '-sublen3']",[1]
4352,4,"['-sublen4', '-sublen6', '-sublen6', '-sublen3']",[0]
4351,4,"['-sublen5', '-sublen5', '-sublen6', '-sublen2']",[0]
4350,3,"['-sublen10', '-sublen10', '-sublen5']",[1]
4349,3,"['-sublen10', '-sublen10', '-sublen10']",[1]
4348,3,"['-sublen8', '-sublen8', '-sublen8']",[1]
4347,4,"['-sublen10', '-sublen7', '-sublen4', '-sublen3']",[0]
4346,2,"['-sublen5', '-sublen3']",[1]
4345,1,['-sublen5'],[0]
4344,5,"['-sublen5', '-sublen1', '-sublen1', '-sublen1', '-sublen1']",[1]
4343,1,['-sublen10'],[0]
4342,2,"['-sublen3', '-sublen3']",[0]
4341,5,"['-sublen7', '-sublen7', '-sublen7', '-sublen7', '-sublen7']",[0]
4340,3,"['-sublen4', '-sublen4', '-sublen5']",[0]
4339,2,"['-sublen7', '-sublen5']",[0]
4338,2,"['-sublen4', '-sublen3']",[0]
4337,3,"['-sublen3', '-sublen5', '-sublen7']",[1]
4336,5,"['-sublen8', '-sublen7', '-sublen7', '-sublen2', '-sublen2']",[0]
4335,4,"['-sublen10', '-sublen8', '-sublen4', '-sublen3']",[0]
4334,2,"['-sublen4', '-sublen4']",[1]
4333,2,"['-sublen3', '-sublen5']",[1]
4332,1,['-sublen10'],[0]
4331,2,"['-sublen3', '-sublen5']",[1]
4330,1,['-sublen4'],[1]
4329,5,"['-sublen8', '-sublen7', '-sublen6', '-sublen5', '-sublen4']",[1]
4328,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
4327,2,"['-sublen3', '-sublen5']",[1]
4326,2,"['-sublen10', '-sublen10']",[1]
4325,4,"['-sublen10', '-sublen10', '-sublen5', '-sublen5']",[0]
4324,3,"['-sublen10', '-sublen5', '-sublen5']",[1]
4323,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
4322,3,"['-sublen6', '-sublen6', '-sublen4']",[0]
4321,4,"['-sublen8', '-sublen7', '-sublen7', '-sublen2']",[0]
4320,3,"['-sublen5', '-sublen5', '-sublen3']",[1]
4319,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4318,2,"['-sublen3', '-sublen5']",[0]
4317,3,"['-sublen3', '-sublen5', '-sublen5']",[1]
4316,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
4315,3,"['-sublen6', '-sublen6', '-sublen6']",[1]
4314,1,['-sublen4'],[0]
4313,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4312,3,"['-sublen10', '-sublen10', '-sublen10']",[1]
4311,3,"['-sublen2', '-sublen5', '-sublen4']",[0]
4310,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4309,2,"['-sublen10', '-sublen10']",[1]
4308,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
4307,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen3']",[0]
4306,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
4305,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4304,1,['-sublen5'],[0]
4303,3,"['-sublen10', '-sublen10', '-sublen5']",[0]
4302,1,['-sublen10'],[0]
4301,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
4300,2,"['-sublen10', '-sublen10']",[0]
4299,1,['-sublen4'],[0]
4298,2,"['-sublen10', '-sublen4']",[0]
4297,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4296,5,"['-sublen5', '-sublen4', '-sublen4', '-sublen2', '-sublen2']",[0]
4295,3,"['-sublen2', '-sublen6', '-sublen6']",[0]
4294,2,"['-sublen10', '-sublen10']",[0]
4293,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4292,4,"['-sublen3', '-sublen5', '-sublen5', '-sublen5']",[0]
4291,4,"['-sublen7', '-sublen7', '-sublen7', '-sublen4']",[0]
4290,2,"['-sublen5', '-sublen10']",[0]
4289,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
4288,2,"['-sublen10', '-sublen10']",[0]
4287,1,['-sublen8'],[0]
4286,1,['-sublen7'],[0]
4285,1,['-sublen10'],[0]
4284,1,['-sublen6'],[0]
4283,3,"['-sublen2', '-sublen2', '-sublen10']",[1]
4282,2,"['-sublen3', '-sublen5']",[0]
4281,1,['-sublen4'],[0]
4280,3,"['-sublen10', '-sublen10', '-sublen10']",[1]
4279,2,"['-sublen5', '-sublen5']",[0]
4278,2,"['-sublen10', '-sublen10']",[1]
4277,2,"['-sublen5', '-sublen4']",[0]
4276,2,"['-sublen4', '-sublen4']",[0]
4275,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen7', '-sublen7']",[0]
4274,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
4273,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
4272,5,"['-sublen8', '-sublen8', '-sublen8', '-sublen8', '-sublen3']",[0]
4271,5,"['-sublen6', '-sublen6', '-sublen6', '-sublen6', '-sublen6']",[0]
4270,2,"['-sublen6', '-sublen3']",[1]
4269,4,"['-sublen4', '-sublen7', '-sublen5', '-sublen2']",[0]
4268,2,"['-sublen10', '-sublen10']",[0]
4267,5,"['-sublen10', '-sublen10', '-sublen8', '-sublen8', '-sublen5']",[1]
4266,3,"['-sublen5', '-sublen4', '-sublen2']",[0]
4265,2,"['-sublen6', '-sublen10']",[0]
4264,1,['-sublen10'],[0]
4263,4,"['-sublen6', '-sublen7', '-sublen5', '-sublen5']",[0]
4262,2,"['-sublen10', '-sublen10']",[0]
4261,5,"['-sublen3', '-sublen3', '-sublen3', '-sublen3', '-sublen3']",[0]
4260,3,"['-sublen5', '-sublen5', '-sublen7']",[0]
4259,5,"['-sublen7', '-sublen7', '-sublen7', '-sublen4', '-sublen4']",[0]
4258,5,"['-sublen7', '-sublen7', '-sublen7', '-sublen4', '-sublen4']",[1]
4257,5,"['-sublen8', '-sublen8', '-sublen8', '-sublen8', '-sublen8']",[0]
4256,4,"['-sublen10', '-sublen10', '-sublen6', '-sublen2']",[0]
4255,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4254,2,"['-sublen10', '-sublen10']",[1]
4253,3,"['-sublen4', '-sublen6', '-sublen6']",[1]
4252,2,"['-sublen10', '-sublen10']",[0]
4251,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4250,2,"['-sublen3', '-sublen6']",[1]
4249,3,"['-sublen2', '-sublen4', '-sublen4']",[0]
4248,2,"['-sublen2', '-sublen4']",[0]
4247,2,"['-sublen10', '-sublen10']",[0]
4246,4,"['-sublen2', '-sublen10', '-sublen2', '-sublen3']",[1]
4245,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4244,2,"['-sublen3', '-sublen6']",[1]
4243,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
4242,2,"['-sublen5', '-sublen10']",[1]
4241,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4240,2,"['-sublen10', '-sublen10']",[1]
4239,3,"['-sublen5', '-sublen5', '-sublen4']",[0]
4238,5,"['-sublen10', '-sublen8', '-sublen5', '-sublen5', '-sublen2']",[1]
4237,1,['-sublen6'],[0]
4236,1,['-sublen10'],[1]
4235,2,"['-sublen10', '-sublen10']",[1]
4234,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4233,4,"['-sublen4', '-sublen2', '-sublen2', '-sublen2']",[0]
4232,5,"['-sublen10', '-sublen8', '-sublen7', '-sublen7', '-sublen4']",[1]
4231,4,"['-sublen6', '-sublen4', '-sublen3', '-sublen3']",[1]
4230,4,"['-sublen3', '-sublen3', '-sublen7', '-sublen4']",[1]
4229,3,"['-sublen10', '-sublen10', '-sublen10']",[1]
4228,5,"['-sublen10', '-sublen7', '-sublen7', '-sublen4', '-sublen4']",[1]
4227,4,"['-sublen3', '-sublen5', '-sublen5', '-sublen3']",[0]
4226,5,"['-sublen8', '-sublen7', '-sublen7', '-sublen7', '-sublen5']",[1]
4225,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4224,5,"['-sublen7', '-sublen7', '-sublen7', '-sublen7', '-sublen7']",[1]
4223,2,"['-sublen4', '-sublen7']",[0]
